 -2.0452403e+000  3.0408319e+000
 -1.9132101e+000  2.9384651e+000
 -1.9071190e+000  2.9468810e+000
 -1.0302755e+000 -1.8409180e+000
 -9.8241529e-001 -1.8460242e+000
 -1.7360739e+000  2.7237089e+000
 -1.0208582e+000 -1.7246526e+000
 -1.6681413e+000  2.6793852e+000
 -9.9926396e-001 -1.5856564e+000
 -9.9133826e-001 -1.5032155e+000
 -1.4610940e+000  2.5368949e+000
 -9.6444570e-001 -1.4739585e+000
 -1.4058193e+000  2.3863545e+000
 -1.3845918e+000  2.3516429e+000
 -1.3424570e+000  2.2983382e+000
 -1.2226036e+000  2.2675312e+000
 -1.2170045e+000  2.2383399e+000
 -1.1440192e+000  2.1775120e+000
 -1.1014807e+000  2.1262364e+000
 -9.7375176e-001 -1.0668580e+000
 -1.0267844e+000 -9.9381308e-001
 -9.3697183e-001  1.9293174e+000
 -1.0328565e+000 -9.3641704e-001
 -9.9297807e-001 -8.3013766e-001
 -7.8192282e-001  1.7776462e+000
 -9.6234960e-001 -6.8852879e-001
 -6.4485716e-001  1.6826194e+000
 -9.9785502e-001 -5.8807351e-001
 -9.8697956e-001 -6.0117599e-001
 -4.9522964e-001  1.4960131e+000
 -4.4969275e-001  1.5077898e+000
 -1.0231812e+000 -4.1153045e-001
 -9.9900709e-001 -3.7852941e-001
 -9.6437402e-001 -3.2337907e-001
 -3.3162739e-001  1.2607072e+000
 -9.6720800e-001 -2.1186579e-001
 -1.9161555e-001  1.1857086e+000
 -1.3784399e-001  1.1221815e+000
 -1.0146868e-001  1.0564204e+000
 -2.5435355e-002  1.0633848e+000
  5.7918424e-002  1.0052865e+000
  4.6518745e-002  9.5270585e-001
  1.0245779e-001  9.1915350e-001
 -9.7432058e-001  1.4838152e-001
 -1.0327717e+000  1.8741007e-001
 -1.0282048e+000  2.9909571e-001
  2.9725050e-001  6.6218920e-001
 -1.0087122e+000  3.8534966e-001
  4.1583229e-001  5.9733843e-001
 -1.0237753e+000  4.2779110e-001
 -9.6754445e-001  5.5311512e-001
  6.1008541e-001  3.9850241e-001
  6.7272724e-001  3.7064308e-001
 -1.0445962e+000  6.8899571e-001
 -9.7404734e-001  7.4482369e-001
  8.2621088e-001  2.2344899e-001
 -1.0105471e+000  8.2646990e-001
 -9.9207680e-001  8.5103496e-001
  9.1483087e-001  8.4914302e-002
 -1.0447858e+000  1.0290499e+000
  1.0102083e+000 -5.5547946e-002
  1.0862297e+000 -6.6896615e-002
  1.1039570e+000 -1.7466492e-001
 -1.0149542e+000  1.1377537e+000
 -9.5269059e-001  1.2316871e+000
  1.3308533e+000 -2.7813156e-001
 -9.9907635e-001  1.3662688e+000
 -1.0279826e+000  1.3429872e+000
  1.4609633e+000 -4.5803812e-001
 -1.0036181e+000  1.4837934e+000
 -9.5869335e-001  1.5407311e+000
  1.6116388e+000 -5.6671091e-001
 -1.0377675e+000  1.6254478e+000
 -9.6941261e-001  1.6464274e+000
  1.6908971e+000 -7.4193388e-001
 -1.0234054e+000  1.7481469e+000
 -9.5642387e-001  1.8027490e+000
 -1.0294927e+000  1.8964722e+000
  1.9543762e+000 -9.8872465e-001
  2.0133328e+000 -1.0298476e+000
 -9.7542248e-001  2.0053962e+000
  2.0460521e+000 -1.1025523e+000
  2.0950000e+000 -1.1078930e+000
 -9.6417532e-001  2.2132004e+000
 -9.7496223e-001  2.2129978e+000
  2.2650037e+000 -1.3269278e+000
 -9.8592689e-001  2.3183316e+000
  2.4254327e+000 -1.3825086e+000
 -1.0493532e+000  2.3969720e+000
 -1.0348144e+000  2.5348366e+000
 -9.9486643e-001  2.5941770e+000
 -9.5045769e-001  2.6407247e+000
  2.6337743e+000 -1.6614978e+000
 -9.7339843e-001  2.7108927e+000
 -9.6227273e-001  2.7867309e+000
 -9.8313671e-001  2.8139044e+000
  2.8581227e+000 -1.8251393e+000
 -9.6041998e-001  2.9385771e+000
  2.9392028e+000 -1.9394705e+000
 -9.6318838e-001  3.0234351e+000
